3,10.16,10.10
6,10.07,9.87
9,9.92,9.53
12,9.70,9.05
15,9.47,8.49
18,9.23,7.86
21,9.06,7.26
24,8.95,6.67
27,8.84,6.06
30,8.76,5.42
33,8.65,4.72
36,8.54,4.00
39,8.41,3.25
42,8.23,2.46
45,8.05,1.64
